V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90
Scaffold96_489895 NA 2 NA NA 2 1 NA NA NA 2 NA NA NA 1 NA 1 2 1 1 NA 2 1 NA 1 1 2 2 NA 2 NA 1 1 NA 2 2 2 2 NA NA 1 2 2 2 NA 2 NA 2 NA 2 2 1 NA NA NA NA NA NA NA 2 2 2 2 1 1 NA NA 1 NA 2 2 1 1 NA 1 NA NA 2 NA 1 NA 1 NA 1 2 NA NA NA NA NA NA
Scaffold96_534927 NA NA NA NA 2 NA NA NA NA NA NA 1 NA NA 2 NA NA NA NA NA 1 NA 2 NA 1 1 1 NA NA NA 1 NA 2 NA 1 1 NA NA NA NA 2 1 NA NA 1 NA NA NA 1 1 1 2 2 2 NA 1 NA NA 2 NA 1 1 NA 1 1 NA NA 2 2 NA 1 1 NA NA NA NA 1 NA 2 NA 1 NA 2 NA 1 NA 1 2 1 1
Scaffold96_572843 2 NA 1 NA NA NA 1 NA 2 2 NA 1 NA 2 2 1 2 2 NA NA NA 1 2 NA NA 1 1 1 1 NA NA NA NA 2 1 NA 2 NA NA NA 2 NA 1 1 1 1 1 NA NA 1 1 2 2 1 1 NA NA NA 2 1 1 1 1 1 NA 1 NA 2 2 NA NA 1 2 NA 1 1 NA 1 2 NA 1 NA 2 NA 1 2 1 2 1 1
Scaffold97_471456 2 NA 1 NA NA NA 1 1 NA 2 NA NA 1 1 NA NA 1 1 NA NA NA NA 2 NA NA 1 NA 2 1 NA NA NA 1 NA NA NA 1 NA NA NA NA 2 2 2 1 1 NA NA 1 2 2 NA NA 1 NA 1 NA NA NA NA NA 1 2 NA NA 1 1 1 NA NA 1 2 2 NA NA 2 2 NA 1 NA 1 NA 1 NA NA 1 2 1 2 NA
Scaffold98_429675 NA 0 1 NA NA NA NA 1 NA 1 NA 1 1 1 NA 1 0 NA 0 NA 0 1 NA NA 0 1 NA 0 0 1 NA NA NA NA NA NA 1 NA NA NA 0 1 0 1 1 1 1 0 1 0 0 0 0 1 1 1 NA NA NA 0 0 1 0 0 NA 0 0 NA NA 0 0 1 1 NA NA NA 0 NA NA NA NA NA 0 NA 1 NA 0 NA 1 NA
Scaffold98_496504 NA NA 0 NA NA NA NA 1 NA 1 2 2 1 2 2 NA 1 NA NA NA 1 1 NA NA 1 NA NA 0 1 2 NA NA NA NA 0 NA NA NA NA NA 0 NA 0 1 2 1 2 NA NA 0 0 NA 1 NA NA NA NA NA 1 NA 1 1 NA 0 NA NA 0 NA 2 1 1 1 NA NA 0 2 NA 1 NA 1 2 NA NA NA NA NA 0 1 2 2
Scaffold100_48852 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1 0 0 1 1 1 1 1 1 0 0 0 1 0 0 0 0 1 1 1 0 1 0 1 1 1 0 0 0 1 0 0 1 1 1 0 1
Scaffold100_93370 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1 0 0 1 1 1 1 1 1 0 0 0 1 0 0 0 0 1 1 1 0 1 0 1 1 1 0 0 0 1 0 0 1 1 1 0 1
Scaffold100_99905 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1 0 0 1 1 1 1 1 1 0 0 0 1 0 0 0 0 1 1 1 0 1 0 1 1 1 0 0 0 1 0 0 1 1 1 0 1
Scaffold100_203872 1 0 1 1 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 1 1 1 1 0 0 0 1 0 1 0 0 0 1 1 1 0 1 1 0 0 0 1 0
Scaffold100_376710 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 2 2 2 NA NA NA 2 2 1 NA 1 2 2 1 2 2 2 NA NA NA NA 1 2 2 NA NA 2 NA NA 2 NA 1 2 NA 1 1 2 NA 1 1 2 NA NA NA NA 1 2 1 NA 1 1 NA 1 NA 2 2 2 2 2 NA 1 1 1 NA 2 NA NA NA 1 NA NA NA 2 NA NA 2
Scaffold101_79556 NA NA 0 NA 2 NA NA NA NA NA 1 1 NA 2 NA NA 0 NA NA NA 1 NA 2 NA 0 NA 1 0 NA NA NA 1 NA NA 1 NA 2 NA NA NA 1 NA NA 1 NA 0 2 NA 1 0 0 1 1 NA NA 1 NA NA 1 2 1 1 0 0 1 NA 0 0 1 NA 0 1 1 2 NA 0 2 NA 1 1 0 NA NA 1 0 NA NA NA 1 NA
Scaffold101_217183 NA 0 0 NA 1 NA NA 0 NA 1 NA NA NA 1 NA 0 0 NA 1 0 0 1 NA NA NA 0 1 NA 1 NA 1 NA NA NA 0 1 1 0 NA NA 1 0 1 0 0 0 1 1 0 0 NA NA NA 0 NA NA 0 1 0 1 0 0 0 0 NA 0 0 NA NA NA NA 0 NA 1 1 0 1 0 1 0 0 NA 1 0 0 0 1 NA NA 0
Scaffold101_285649 NA NA 1 NA 0 NA 0 1 NA 0 0 NA NA 0 0 1 1 NA 0 1 1 0 NA 1 0 1 0 1 0 0 NA NA 1 NA 1 0 0 0 NA 0 0 1 0 NA 1 1 0 0 1 1 1 1 1 NA 1 0 NA 0 1 0 1 1 1 1 NA 1 1 1 1 NA 1 1 0 0 NA 1 0 1 0 1 1 1 NA 1 NA NA 0 NA NA 1
Scaffold101_413232 NA NA 0 NA NA NA 0 NA NA 0 NA NA NA 1 NA 0 NA NA NA 0 1 0 1 NA NA 1 0 0 1 NA 1 NA 1 1 NA 0 NA NA NA 0 0 1 1 1 NA NA 1 NA 1 0 0 NA 1 0 0 0 NA NA 1 1 1 NA 0 0 1 1 NA 0 NA NA 1 1 0 NA NA 0 NA NA NA NA 0 NA NA 1 NA NA NA NA 1 1
Scaffold101_435081 NA NA 0 NA 1 NA NA 1 NA 0 0 0 NA NA NA 0 0 0 1 NA NA 0 1 NA NA NA 1 0 1 NA NA 1 1 NA NA 0 1 0 NA NA NA 1 1 NA 0 0 1 NA 1 0 0 1 1 NA NA 0 1 NA 1 1 1 1 0 0 1 1 NA 0 NA 0 1 1 0 NA NA NA 1 NA 0 NA NA NA 0 1 0 1 1 1 NA 0
Scaffold103_51309 NA 0 NA NA 1 NA 0 NA NA 1 NA NA NA 2 NA 1 1 1 NA NA NA 1 NA NA NA 2 NA 0 2 2 NA NA 2 2 2 1 2 1 NA NA 1 NA 2 NA 0 0 1 NA NA 1 2 NA NA 0 2 2 NA 0 NA NA 1 0 2 1 1 NA NA NA 2 2 1 1 NA NA NA NA 0 1 1 1 1 NA 0 NA NA NA 1 NA 2 1
Scaffold103_51330 1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0
Scaffold103_72245 1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0
Scaffold103_94517 1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0
Scaffold103_301485 1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0
Scaffold103_313180 1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0
Scaffold103_401758 1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 0 0 0
Scaffold104_43599 NA NA 0 NA 0 NA NA NA NA 0 0 1 NA 1 0 0 1 0 NA 0 NA 1 1 NA 0 1 1 0 NA 0 1 NA NA 0 NA NA 1 NA NA NA 1 1 1 NA NA NA 0 0 1 0 0 NA NA NA NA 0 NA NA 0 1 1 NA NA 0 0 NA 1 1 NA NA 0 0 NA NA NA 1 NA NA NA 0 0 NA NA 1 0 NA 0 1 0 0
Scaffold106_47495 NA NA 1 NA 0 NA NA NA 1 NA 2 2 NA 1 NA NA 1 1 NA 2 1 NA NA NA 0 1 NA 1 0 NA NA 0 NA NA 2 1 1 2 NA 1 2 2 NA 1 NA 2 1 2 NA 1 NA NA 0 2 1 NA NA NA 1 0 NA 0 1 2 NA 1 NA 1 NA NA NA 1 0 NA NA 2 2 2 NA NA NA NA 2 2 1 NA 0 NA 1 0
Scaffold106_119488 1 1 0 0 0 1 0 0 1 0 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0
Scaffold106_168415 NA NA NA NA 0 NA 0 NA NA 0 NA 1 NA 0 NA 0 NA 0 1 NA 0 NA NA NA 0 0 0 1 0 0 0 NA 1 1 1 NA NA 1 NA NA NA 1 0 1 NA 1 1 NA 0 1 0 1 0 1 NA 1 1 1 1 NA NA NA NA 1 NA 1 0 NA 1 NA NA 0 0 NA NA 1 NA 1 1 NA 0 NA 1 1 NA NA 0 0 0 NA
Scaffold106_301095 NA 0 2 NA 1 NA 1 2 0 1 NA 1 NA 0 2 NA 2 0 NA NA 0 2 2 NA NA 0 0 2 1 NA NA NA NA 1 1 0 0 1 NA NA 1 NA 0 2 1 1 NA 1 1 2 NA 1 1 1 NA NA 2 NA 2 NA 1 NA 0 1 NA 2 NA 0 1 NA 1 0 1 NA NA NA NA NA NA 1 NA NA 1 1 2 NA 1 NA 0 1
Scaffold106_374382 2 2 1 1 1 2 1 1 2 1 2 2 2 2 1 2 1 2 2 2 2 1 1 2 1 2 2 1 1 1 1 1 1 2 2 2 2 2 1 1 2 2 2 1 2 2 1 2 1 1 2 2 1 2 2 2 1 2 1 1 2 1 2 2 2 1 2 2 2 2 1 2 1 1 1 2 2 2 2 2 2 2 2 2 1 2 1 1 2 1
Scaffold106_593941 1 1 2 2 2 1 2 2 1 2 1 1 1 1 2 1 2 1 1 1 1 2 2 1 2 1 1 2 2 2 2 2 2 1 1 1 1 1 2 2 1 2 1 2 1 1 2 1 2 2 1 1 2 1 1 1 2 1 2 2 1 2 1 1 1 2 1 1 1 1 2 1 2 2 2 1 1 1 1 1 1 1 1 1 2 1 2 2 1 2
Scaffold107_65879 1 1 0 1 0 0 0 1 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1
Scaffold107_75519 1 1 0 1 0 0 0 1 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1
Scaffold107_92834 1 1 0 1 0 0 0 1 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1
Scaffold107_223724 1 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1
Scaffold107_246483 1 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1
Scaffold107_249949 1 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1
Scaffold107_260762 1 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1
Scaffold107_317247 2 2 1 2 1 1 1 1 2 1 2 2 1 2 1 2 1 2 2 2 2 1 1 1 1 2 2 1 1 2 1 2 2 2 2 2 2 2 1 1 2 2 2 1 2 2 1 2 2 1 2 2 1 2 2 2 1 2 1 1 2 1 2 1 2 1 2 2 2 2 1 2 1 1 1 2 2 2 2 2 2 2 2 2 1 2 1 1 1 2
Scaffold108_253575 NA NA NA NA 2 NA 2 NA NA NA NA 2 NA 1 NA 1 1 2 1 NA NA 2 NA NA 2 1 1 NA NA 1 NA NA 1 2 2 2 NA NA NA NA NA NA NA NA NA 2 2 NA 2 1 1 1 1 1 1 1 NA NA NA 1 NA 1 1 2 2 2 NA 1 NA 2 1 2 2 NA NA 2 2 NA NA 2 NA NA 2 1 2 NA NA NA 1 2
Scaffold108_253605 NA NA 0 NA 1 NA 1 NA NA NA 1 1 1 1 NA 0 1 NA 1 0 0 1 0 NA 2 1 0 NA NA 0 NA NA 1 2 0 1 NA NA NA NA NA NA NA NA NA 1 1 0 2 0 0 0 0 0 0 1 NA NA 1 0 NA 1 0 1 1 1 NA 1 1 1 0 2 2 NA NA 2 2 NA NA 1 NA 2 2 0 1 NA NA NA 1 2
Scaffold108_324141 NA NA 2 NA NA NA 2 1 NA 1 1 2 NA 1 NA 2 1 2 1 2 2 2 2 NA 1 1 2 NA 1 NA 2 NA 1 1 2 2 1 NA NA NA 1 2 1 1 NA 2 NA 2 1 2 2 2 2 2 2 1 NA 2 1 NA 1 1 NA 2 NA 2 NA 1 NA 2 2 1 1 NA NA NA NA NA 1 NA 1 NA 1 2 NA NA 1 NA 1 1
Scaffold108_458951 NA NA 1 NA 1 NA 1 NA NA 0 NA 1 NA 0 1 NA NA 1 0 NA NA NA 1 NA 0 NA NA NA 0 1 NA NA NA NA 1 1 0 1 NA NA NA NA 0 0 NA NA 1 1 0 1 1 1 1 NA 1 0 NA 1 0 1 NA 0 1 1 1 NA NA 0 0 NA 1 0 NA NA NA NA NA 1 0 NA NA NA 0 1 NA 1 0 NA 0 NA
Scaffold108_526747 NA NA 0 NA 1 NA 1 NA NA 2 1 1 NA 1 NA NA NA NA NA 0 NA 1 NA NA NA NA NA 2 2 NA 1 NA NA NA NA NA NA 0 NA 0 2 NA 1 2 NA 1 1 0 2 0 NA 0 0 0 0 1 NA NA 1 0 NA 1 0 1 1 1 0 NA NA 1 0 2 NA NA 1 2 2 0 1 NA 1 NA 2 0 NA NA 2 1 1 2
Scaffold109_121906 NA 2 2 NA 1 NA 2 2 NA 2 NA 1 2 1 1 2 1 1 NA NA NA 2 2 NA 2 NA 2 2 2 1 NA 2 NA NA 1 1 2 1 NA NA 2 NA 2 NA 1 1 2 2 NA 1 1 2 NA 1 1 2 NA NA NA 2 1 2 1 1 2 NA NA 2 NA NA 2 1 NA NA 2 NA 2 1 1 2 1 NA 2 NA 1 NA 2 NA NA NA
Scaffold109_178267 NA NA 2 NA 1 NA NA 2 NA 2 NA 1 NA 1 NA 2 NA 1 1 2 2 2 2 NA 2 2 2 NA NA NA NA NA NA NA 1 1 2 1 NA NA 2 NA NA NA 1 NA 2 NA 2 1 1 2 NA 1 NA 2 NA NA 1 2 NA 2 1 1 NA NA NA NA NA NA 2 1 NA NA NA 1 NA NA NA NA 1 NA 2 1 NA NA NA 1 1 NA
Scaffold109_440089 NA NA 2 NA 1 NA NA NA NA 2 0 0 NA 0 0 NA NA 1 NA 2 2 2 1 NA NA 1 NA 1 2 1 1 NA NA NA NA 1 2 0 NA NA NA NA 2 0 NA 1 2 2 NA 1 0 2 1 0 NA 2 NA NA 0 2 0 2 NA 1 NA 0 1 1 0 NA 1 0 NA 1 NA 1 2 1 0 1 NA 2 1 NA NA NA NA NA 0 2
Scaffold109_510842 NA 1 1 NA NA 1 0 1 NA 1 NA NA NA NA 0 0 0 1 1 1 1 1 0 NA 1 0 0 0 NA NA NA NA NA 0 0 NA 1 0 NA NA 0 1 1 0 0 1 NA NA 1 1 0 1 0 0 1 1 NA NA 0 1 NA 1 NA 1 NA NA NA 0 NA 1 0 0 NA NA NA NA NA 1 0 NA NA NA NA 0 NA NA 1 NA 0 1
Scaffold109_586168 NA 1 1 NA 0 1 NA 1 NA 1 0 NA 1 0 0 0 0 1 1 NA 1 1 0 NA 1 0 0 0 1 1 0 NA 1 NA NA NA 1 0 NA 1 0 1 1 0 0 1 NA NA 1 1 NA 1 0 0 NA 1 NA NA 0 1 0 1 0 1 0 NA NA 0 0 NA 0 0 0 NA NA NA 1 1 NA NA 0 NA 0 NA 1 NA 1 0 0 1
Scaffold110_230617 NA NA 2 NA 2 NA NA 2 NA 1 1 NA NA 1 NA NA 1 1 NA NA 1 NA 2 NA 2 1 NA 2 1 1 1 NA NA 1 NA 2 1 NA NA NA 1 NA NA 1 2 2 1 NA NA 2 1 1 2 2 1 1 NA 2 1 NA NA 2 1 NA NA 2 2 NA 1 1 1 1 NA NA NA NA NA 1 1 2 2 NA 2 NA 1 NA 1 1 1 NA
Scaffold110_445481 NA NA 0 NA 0 NA NA 0 0 NA NA NA NA NA 1 1 1 1 1 NA 1 1 0 NA NA NA 1 0 1 NA NA NA NA NA 1 0 NA NA NA NA NA 1 1 1 NA 0 NA 0 NA 0 1 1 NA NA NA 1 NA NA 1 0 1 0 1 0 NA 0 0 1 1 1 1 1 1 NA NA 0 NA NA 1 0 NA NA 0 NA 1 NA 1 NA 1 1
Scaffold110_453263 NA 0 1 NA NA 0 0 1 NA 0 NA 0 NA 1 NA NA 0 NA 0 1 NA 0 1 NA 0 NA NA 0 1 NA 0 NA 1 NA NA NA 1 0 1 NA 0 0 1 0 0 0 NA 0 1 1 1 1 0 NA 1 1 NA NA 0 0 NA 0 NA NA NA NA 1 1 1 NA NA 0 0 NA NA NA NA 0 0 NA 1 NA 1 1 1 NA 0 0 1 0
Scaffold110_580850 1 2 1 1 1 NA 2 NA NA 2 NA 2 NA 1 1 2 2 2 NA 1 2 2 1 NA 2 NA NA 2 1 1 2 NA 1 1 1 NA NA 2 NA 2 2 NA 1 NA NA 2 2 2 1 1 1 1 2 NA 1 1 NA 2 NA 2 NA 2 1 1 1 2 NA 1 1 NA 2 2 2 1 NA 1 2 2 2 1 1 NA 1 1 1 NA 2 NA 1 2
Scaffold111_44802 NA NA 0 NA 0 NA NA NA NA 0 1 NA NA 1 0 NA 1 0 1 NA 1 NA 0 NA NA 0 0 NA 1 NA 0 NA NA NA 0 0 1 1 NA NA 1 0 0 NA 0 NA 0 NA 1 0 0 1 0 0 1 NA NA 0 1 NA 1 0 0 0 0 0 1 0 NA NA 1 NA 0 0 NA 1 1 NA NA NA NA NA NA 0 0 NA 0 NA 1 1
Scaffold113_71156 NA 0 NA NA 1 0 NA 0 1 0 NA NA NA 0 NA 1 0 0 0 NA 1 0 0 NA NA 0 0 NA 0 NA 1 NA 0 0 NA 0 0 0 0 NA 1 NA NA 1 NA 0 1 NA NA 1 NA 1 1 0 1 NA NA NA 1 0 NA 0 1 1 1 0 1 NA 1 0 1 0 NA 1 NA NA NA NA NA NA 0 0 0 0 NA 1 0 0 1 0
Scaffold113_137994 NA NA 0 NA 0 NA 1 NA 0 1 NA 1 NA 1 1 0 1 2 1 1 NA 2 1 NA 2 2 2 1 2 1 0 NA 2 1 1 NA 1 NA NA NA 1 NA NA 0 NA 1 0 NA 0 0 NA 1 NA 2 0 2 NA 1 0 2 1 1 1 NA 1 2 0 1 0 NA 1 2 NA NA NA 1 NA 0 NA NA 2 NA 2 2 1 NA 2 2 1 1
Scaffold114_92071 NA 1 1 NA NA NA 1 0 NA 1 0 0 NA 0 0 1 0 0 NA NA 1 1 1 NA 1 1 1 0 1 0 1 NA NA NA 0 NA 1 0 NA NA NA 0 NA 0 NA NA 1 NA 1 1 NA NA NA 0 0 NA NA NA NA NA 0 1 NA 0 NA NA 0 NA NA 0 1 0 0 1 1 NA NA NA 0 NA 0 NA NA 0 0 NA 1 0 0 NA
Scaffold114_134654 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 1 0 0 1 0 1 1 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 1 1 1 0 1
Scaffold114_177166 1 1 0 1 1 1 1 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 0 1 1 0 1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 1 0 0 0 1 0
Scaffold114_356960 2 2 1 2 2 2 2 1 1 1 2 2 1 2 2 2 2 1 1 1 1 1 2 2 1 2 2 2 1 1 2 2 1 2 2 1 1 2 2 1 2 1 1 2 2 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 2 2 2 1 2 2 1 2 1 1 2 2 1 1 2 1 1 1 2 2 1 1 2 2 2 1 1 1 2 1
Scaffold115_31996 NA NA 0 NA 1 1 0 NA NA 1 0 1 NA 1 NA NA NA NA 1 NA NA 1 0 NA 1 0 0 0 1 1 NA NA NA 1 1 NA NA NA NA NA 0 NA 0 0 NA 0 1 NA 0 0 1 NA 1 NA 1 0 NA NA 1 NA NA 0 NA 0 NA 0 0 0 1 0 NA 1 NA NA NA 0 0 NA 0 1 NA NA 0 NA 1 NA 1 1 0 NA
Scaffold115_271068 NA 0 0 1 1 1 1 NA NA 1 0 NA NA 0 NA 0 1 NA 1 NA 0 0 1 NA 1 0 0 NA 1 1 0 NA 0 0 0 NA 0 NA NA NA 1 1 1 NA 0 1 1 NA 0 0 NA 0 0 0 0 1 1 0 1 0 0 1 1 0 1 1 0 1 0 NA 0 1 1 NA NA 1 NA 0 0 NA NA 1 0 0 1 NA 0 NA 1 0
Scaffold115_271092 NA 1 1 0 0 0 1 1 NA 0 1 NA NA 0 NA 1 0 NA 0 NA NA 0 1 NA 0 1 1 NA 0 NA NA NA NA 0 0 NA 1 NA NA NA 1 NA 1 NA 0 1 0 NA 1 1 NA 0 NA 1 0 1 0 NA 0 1 0 1 0 1 0 1 1 1 0 NA 0 0 1 NA NA 1 1 0 1 NA NA 0 1 0 0 NA 0 NA NA 1
Scaffold116_33529 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 2 2 1 2 2 2 1 1 2 2 1 2 1 2 2 1 2 1 1 2 1 1 2 1 2 2 2 2 1 2 1 2 2 2 1 1 2 1 1 2 1 1 1 1 1 1 1 2 1 2 2 1 2 1 1 1 1 2 1 1 1 1 1 2 2 1 1 2 1 2
Scaffold116_112061 2 2 1 1 1 2 2 2 1 1 1 2 2 2 2 1 1 2 1 2 1 1 1 1 1 1 2 2 1 2 1 2 2 2 1 1 2 1 1 1 2 1 1 1 1 2 1 2 1 1 1 2 2 2 2 1 2 1 1 1 1 1 1 2 2 1 1 2 1 2 2 1 2 2 2 1 1 2 1 2 1 2 1 1 1 1 2 2 1 1
Scaffold116_121690 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 0 0 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 1 1
Scaffold116_230274 1 1 0 0 0 1 1 1 0 0 0 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 1 1 0 0 1 0 1 0 1 0 0 0 0 1 1 0 0
Scaffold116_251480 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 0 0 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 0 0 1 1
