"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90"
"Scaffold231_70173" NA NA 1 NA NA NA NA NA NA 1 1 1 NA NA NA NA 0 1 NA NA 0 NA 0 NA 0 1 0 NA 1 NA NA NA NA 2 1 0 1 2 NA NA 2 2 1 NA 1 0 0 NA 0 2 NA 2 NA 0 NA NA NA 2 2 0 0 0 0 1 1 NA 1 NA 0 NA 1 1 NA NA NA 0 0 1 NA NA 1 NA 1 NA NA NA 2 NA 1 1
"Scaffold232_72530" NA NA 2 NA NA NA 2 NA NA 2 NA 1 NA 2 NA 1 NA 2 1 2 NA 1 1 NA NA 2 NA 2 NA NA 2 NA NA 1 2 2 2 NA NA NA 1 NA 1 NA NA 1 1 2 1 1 1 2 1 NA 1 NA 2 2 2 2 1 2 2 2 1 NA 2 2 NA NA NA 2 1 NA 1 2 NA NA 2 NA 1 NA 2 1 NA NA 1 NA 2 NA
"Scaffold233_103064" NA 0 NA NA NA 0 NA NA NA NA NA NA NA 0 NA 0 NA 0 1 0 NA 0 NA NA NA 0 0 1 1 0 NA NA NA 0 NA NA 0 NA NA NA 1 1 0 1 1 NA 1 NA 0 0 1 NA 0 1 1 NA 1 NA NA 1 NA 1 NA 1 NA 1 NA 1 0 0 0 0 1 NA NA NA 1 0 NA NA 1 NA 1 NA NA NA 1 0 1 NA
"Scaffold234_45491" NA NA 0 NA 1 0 2 0 NA 1 NA 1 NA 1 NA 0 NA 0 1 NA 2 NA 1 NA 1 2 2 1 1 1 1 NA 1 1 1 NA 1 0 NA NA 1 2 1 0 1 0 1 NA 0 1 1 1 NA NA 1 0 0 1 0 2 2 1 1 2 0 NA 1 2 NA NA 2 0 1 NA NA 1 2 NA 0 0 1 1 2 NA NA NA 1 0 0 NA
"Scaffold234_173477" 2 NA NA NA NA NA 2 1 NA 1 2 2 NA NA 2 1 1 1 NA NA 2 NA 2 NA 2 2 NA NA NA NA 2 NA NA NA 1 NA NA NA NA NA NA 2 NA NA NA 1 2 NA 1 1 1 1 NA NA 1 NA NA 1 NA 2 NA 1 NA NA 1 2 1 2 NA NA 2 1 2 NA NA NA 2 2 NA NA 2 NA 2 2 NA NA NA NA 1 2
"Scaffold234_357295" NA 2 1 NA NA NA 2 NA 1 2 2 1 2 NA 1 1 NA NA 2 NA 2 1 NA NA NA 2 2 NA 1 NA 1 NA NA 1 2 2 1 1 NA NA 2 2 NA 1 NA NA 1 2 NA 2 2 NA 2 1 2 1 1 2 1 2 2 NA 1 2 NA NA NA 2 1 2 2 1 1 2 NA NA 2 2 1 NA 1 NA 2 NA NA NA 2 NA NA NA
"Scaffold234_401500" 1 NA 0 NA 1 NA NA NA NA 0 NA 1 NA 1 NA 0 0 0 NA NA NA NA 1 NA 1 NA 1 NA 1 1 1 NA NA NA NA NA 1 0 NA NA 0 NA 0 0 NA 0 1 NA 0 NA NA 0 NA 1 0 NA NA NA 0 1 1 0 1 1 NA 1 NA 1 NA NA 1 0 NA 1 NA NA NA NA 0 NA 1 NA 1 NA NA NA 0 NA 0 1
"Scaffold234_401572" 0 NA 2 NA 1 NA NA NA NA 1 NA 1 1 1 NA 2 NA 2 1 0 0 2 1 NA 1 0 0 NA 1 NA NA NA NA 1 1 1 NA NA NA NA 1 0 NA NA 1 2 NA 0 2 1 NA 1 NA 1 1 NA NA 1 2 NA 0 NA 1 NA NA NA NA 0 2 NA NA NA 1 NA NA NA 0 0 NA NA NA NA 0 NA 2 NA 1 NA 2 1
"Scaffold234_417028" NA NA 2 NA NA NA 0 NA NA 1 NA 1 NA 1 NA 2 1 2 NA NA NA 2 NA NA NA 0 0 NA NA NA 1 NA NA NA 1 NA 1 2 NA NA 1 0 1 2 1 2 NA NA 2 1 1 NA NA NA 1 2 NA NA NA 0 NA 1 NA NA 2 0 NA 0 2 NA 0 2 1 0 NA NA 0 0 NA NA 1 NA NA NA NA NA 1 NA NA NA
"Scaffold236_50082" 1 1 NA NA NA 2 1 NA NA 1 2 2 NA NA NA 1 2 NA NA 1 NA 1 NA NA NA 1 1 NA 1 2 1 NA NA 1 2 2 1 2 NA NA 1 2 1 2 2 2 1 NA 1 NA 2 NA NA 2 NA 1 NA NA 2 1 2 1 2 2 1 2 2 NA NA NA 1 2 2 NA NA 2 1 NA 2 NA 2 NA 1 2 2 NA 1 NA 2 NA
"Scaffold236_50177" NA NA 1 NA 0 NA NA NA NA 1 NA 0 NA 0 NA NA 0 1 1 NA NA 1 NA NA NA NA NA NA 1 1 0 NA NA NA 0 NA NA 0 NA NA 0 1 NA 0 0 1 1 NA 1 1 NA 1 0 NA 0 1 NA NA 0 NA NA 1 0 1 0 0 NA NA 0 NA NA 0 0 NA NA NA 1 1 0 NA 0 NA 0 NA NA 0 NA 0 0 NA
"Scaffold236_50209" NA NA 1 NA 2 NA 2 NA NA 1 1 1 NA 1 NA NA 1 0 0 NA NA 1 2 NA NA NA 2 NA 1 0 2 NA NA NA 1 NA NA 1 NA NA 2 0 NA 1 1 0 1 NA 1 0 NA 1 2 NA 0 1 NA NA 1 NA NA 1 1 0 2 1 NA 2 2 NA NA 1 1 NA NA 0 1 0 1 NA 1 NA 2 1 NA 2 NA 1 1 1
"Scaffold236_70488" NA NA 0 NA 1 1 1 NA 1 0 2 2 NA 2 NA NA 2 1 1 0 0 0 1 NA 0 1 1 1 0 1 NA NA 0 NA 2 NA 0 NA NA 1 1 1 NA 2 2 NA 0 0 0 1 NA 0 1 2 1 0 0 NA 2 0 2 0 2 NA 1 2 1 1 NA 1 1 2 NA NA NA NA 0 1 2 1 NA NA 1 2 NA NA 0 NA NA 0
"Scaffold236_237218" NA 0 0 NA 0 NA NA NA 1 0 1 NA 0 1 1 0 1 NA 1 0 NA 0 0 NA NA NA 0 NA 0 NA 0 NA NA 0 1 1 0 1 NA NA 0 NA 0 NA NA 1 0 0 0 1 1 0 0 NA NA 0 NA 0 1 0 NA NA 1 1 0 NA NA 0 0 NA 0 1 1 1 NA 1 0 1 1 NA 1 0 0 1 1 NA 0 NA 1 0
"Scaffold236_354994" NA 1 1 NA NA NA NA 0 NA 1 NA 0 1 0 NA NA 0 0 0 1 1 1 NA NA NA 1 1 1 1 0 1 NA 1 1 0 NA NA 0 NA NA 1 0 1 0 NA 0 NA 1 1 0 0 1 1 0 NA 1 NA NA 0 1 0 1 NA 0 1 0 0 1 NA 0 1 0 NA NA NA 0 NA NA 0 NA NA NA NA NA NA 1 1 0 NA NA
"Scaffold236_406169" NA NA NA NA 1 0 NA 0 NA 0 NA 1 NA 1 NA NA 1 0 0 0 0 NA 1 NA NA 1 NA 1 0 0 1 NA 0 1 1 NA 0 NA NA NA 1 NA 0 NA NA 0 NA NA NA 0 1 1 NA 1 0 0 NA NA 1 NA 1 0 1 NA 1 NA 0 NA 1 NA 1 1 1 NA NA 0 0 NA 1 NA NA NA 1 NA 0 NA NA 1 1 0
"Scaffold237_108625" NA 1 1 NA 1 NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA NA 0 NA NA NA NA 1 0 0 0 NA NA NA NA NA 1 1 NA 1 NA NA 0 NA 0 0 1 NA 1 0 1 1 0 0 0 1 1 NA NA NA 1 NA NA 1 0 NA 0 NA 1 NA 0 NA NA 0 NA NA 0 0 NA 1 0 0 NA NA 1 1 NA NA 0 NA NA NA
"Scaffold237_396616" NA NA NA NA 1 NA 1 NA NA 1 0 1 NA 1 NA 0 0 NA NA 1 0 1 1 NA NA 1 0 0 0 NA 1 0 0 NA NA 1 NA 1 NA NA 0 1 NA NA 1 0 1 NA 1 1 NA NA NA 1 1 0 NA NA 1 NA 1 1 NA NA 0 NA NA NA 0 NA NA 0 NA 0 NA NA 0 NA NA NA 1 NA 1 1 0 0 0 NA 1 0
"Scaffold238_25966" NA NA 1 NA 1 NA 0 NA NA 0 1 NA 1 0 NA NA 0 NA 1 NA NA 0 0 NA NA 0 0 1 1 0 1 1 0 0 0 NA 0 NA NA NA 1 1 NA 1 NA 1 1 0 0 0 1 0 NA NA NA NA NA NA 0 1 1 NA 0 1 NA NA 0 1 NA NA NA 0 NA NA NA NA 1 0 0 NA 1 NA NA 0 NA NA NA NA 1 NA
"Scaffold238_25979" NA NA 2 NA 1 NA 2 NA NA 1 1 NA 2 NA NA NA 1 NA 2 NA NA 2 NA NA NA NA 1 NA 2 1 2 2 2 2 2 NA 1 NA NA NA 1 2 NA 1 NA 1 1 1 1 1 2 2 NA NA NA NA NA NA 1 2 1 NA 1 2 NA NA 2 1 NA NA NA 2 NA NA NA NA 2 2 NA NA 1 NA NA NA NA NA NA NA 2 NA
"Scaffold238_206924" NA 0 1 NA 2 NA 0 NA NA 1 2 1 NA 1 NA 0 1 NA 1 1 2 0 1 NA NA NA NA 2 2 1 1 NA 0 NA 0 0 1 1 NA 1 2 1 1 NA 2 2 2 NA 1 1 NA 0 NA 2 2 1 NA NA 1 1 2 1 1 1 0 NA 0 NA 0 1 0 0 2 NA 1 1 1 NA 1 NA NA NA NA NA NA NA NA 0 NA NA
"Scaffold238_317999" NA 2 NA NA 0 NA 2 1 NA 1 0 1 1 1 NA 2 1 1 1 1 0 2 NA NA 1 2 1 0 1 NA 1 NA NA NA 2 NA 1 1 NA NA 0 1 1 0 NA 0 0 1 1 1 1 2 NA 0 NA 1 1 0 1 1 0 1 1 1 2 1 NA 0 2 1 2 2 0 2 1 1 1 NA 1 2 0 NA NA NA 1 NA 1 2 0 1
"Scaffold238_367007" NA 0 1 NA 1 NA 0 1 NA 0 1 0 NA 0 0 NA 0 0 NA 0 1 0 NA NA 0 NA 0 1 NA 0 NA 1 0 0 0 0 NA 1 NA NA 1 NA 0 NA NA 1 1 NA 0 0 1 0 0 1 1 NA NA 1 0 NA NA NA 0 NA 0 NA NA 1 0 NA 0 0 1 NA 1 0 1 0 NA NA 1 NA 1 0 1 0 0 NA 1 0
"Scaffold238_426010" 1 NA NA NA 2 NA 1 2 NA 1 NA 1 2 1 NA 1 NA 1 2 NA 2 1 NA NA 1 1 1 2 2 NA 2 NA 1 1 NA 1 NA 2 NA NA 2 2 NA 2 2 2 2 NA 1 1 NA 1 1 2 2 1 NA NA 1 NA 2 2 1 2 1 2 1 2 1 1 1 1 2 1 NA NA NA 1 1 1 2 NA NA NA 2 NA 2 1 2 1
"Scaffold239_18078" NA NA NA NA 1 NA 1 NA NA 1 NA NA NA 2 NA NA 2 1 NA NA NA 2 NA NA 2 2 1 2 NA NA NA NA NA NA 2 2 NA 1 NA NA 2 2 NA 2 2 2 NA 2 2 1 NA NA 1 NA NA 2 NA NA NA 1 1 NA NA 2 NA 1 1 1 NA NA NA 1 NA NA NA 2 1 NA 1 1 2 NA NA 2 NA 2 2 2 NA NA
"Scaffold239_18215" NA 0 0 NA NA NA 1 0 1 1 1 NA NA 1 NA 1 1 0 NA NA 1 1 NA 0 1 1 NA NA 0 1 1 NA NA NA 0 0 0 1 NA NA 1 0 1 NA NA 0 1 NA 0 1 1 1 NA 0 1 1 NA NA 1 1 NA 0 NA 1 0 0 NA NA 0 NA NA 1 0 NA NA 1 1 NA 1 NA NA NA NA NA NA NA 0 NA NA 1
"Scaffold240_25171" 2 1 0 NA NA 0 NA 1 NA 1 1 NA NA 2 1 2 1 1 1 0 NA 2 1 NA NA NA NA 1 1 NA NA NA 1 NA NA 1 1 0 NA NA NA 2 NA NA 2 0 1 NA NA 0 1 NA NA 2 1 NA NA NA 0 1 1 NA 1 NA 1 NA 0 0 0 NA 2 0 NA NA NA 0 NA NA NA 1 1 NA 0 NA 0 NA 2 NA 1 1
"Scaffold240_141070" NA NA 1 NA 0 NA 0 1 NA 0 1 1 NA 0 NA 0 NA NA 0 NA 0 NA 1 NA NA NA 0 0 0 NA NA 0 NA NA 0 NA NA NA NA NA 1 NA NA NA 0 1 NA NA 0 1 1 0 0 0 1 NA NA 0 1 0 NA 1 1 1 NA 1 NA NA 1 NA NA NA NA NA NA 1 0 1 1 NA NA NA 1 0 1 NA 0 NA NA NA
"Scaffold240_248522" NA NA 1 NA NA NA 0 1 NA 1 1 1 NA 0 NA 0 1 1 1 2 NA 0 1 NA 1 1 NA 1 NA 2 NA NA 1 1 1 1 1 2 NA 1 1 NA 1 2 NA 2 NA 1 0 2 1 NA 0 0 1 NA NA NA 2 NA NA 1 1 1 1 2 2 NA 2 1 0 2 0 NA NA 2 1 2 1 1 NA NA 2 1 NA NA 0 1 1 NA
"Scaffold240_249532" NA NA NA NA 0 1 0 NA NA 0 NA 1 NA 0 0 0 1 0 0 NA 0 NA 1 NA 1 NA NA 0 0 1 0 0 1 NA 0 1 0 1 NA NA 1 0 1 1 0 1 1 1 NA 1 NA 0 0 0 1 0 NA 0 1 0 NA 1 1 1 0 1 NA 1 1 NA NA 1 0 0 NA 1 0 NA 1 0 0 NA 1 0 1 0 0 0 0 1
"Scaffold240_275399" NA 0 1 NA 0 NA 0 NA NA 0 1 1 NA 0 NA 0 1 0 0 NA NA 0 1 NA 1 NA 0 0 NA NA 0 0 1 1 0 1 0 1 NA NA 1 0 1 1 NA NA 1 NA 0 1 1 NA 0 0 1 0 NA 0 1 0 1 1 1 1 NA 1 1 1 NA 0 0 1 0 NA NA 1 0 NA 1 NA NA NA 1 0 1 NA 0 0 0 NA
"Scaffold240_309760" 0 NA NA NA NA NA 0 1 NA 0 1 1 NA 0 NA 0 NA 0 0 1 NA 0 1 NA 1 NA 0 0 NA NA 0 NA NA NA 0 1 0 1 NA NA NA 0 1 1 NA 1 1 1 0 1 NA 0 NA 0 1 0 NA NA 1 0 1 1 1 NA 0 1 1 1 NA NA NA 1 NA NA NA 1 0 NA NA 0 0 NA 1 0 NA NA NA 0 0 1
"Scaffold240_309809" NA NA NA NA NA NA 0 NA NA 1 NA 1 NA 0 NA NA NA 1 1 NA NA 0 NA NA 1 NA NA 1 NA NA 0 NA NA NA 1 1 1 NA NA NA NA 0 NA NA NA 2 1 1 0 2 NA 1 NA 0 1 1 NA NA 2 NA 1 1 1 NA 1 2 2 2 NA NA NA 2 NA NA NA 2 1 NA NA NA 1 NA 2 1 NA NA NA 1 1 1
"Scaffold240_333437" 0 0 1 NA 0 NA NA NA NA 0 NA 1 NA 0 0 0 1 0 NA 1 NA 0 1 NA NA 1 NA 0 0 NA 0 NA NA 1 NA 1 0 1 NA NA NA 0 1 1 0 1 1 NA NA 1 1 0 0 NA NA 0 NA NA 1 0 1 1 NA NA 0 NA 1 NA 1 0 NA 1 NA NA NA 1 0 NA 1 NA NA NA NA NA 1 NA 0 0 0 0
"Scaffold240_333443" 0 1 NA NA 0 NA NA NA NA 1 NA 1 NA 0 1 0 1 1 NA 2 NA 0 1 NA NA 1 NA 1 1 NA 0 NA NA 1 NA 1 1 NA NA NA NA 0 1 2 0 2 1 NA NA 2 1 1 0 NA NA 1 NA NA 2 1 1 1 NA NA 1 NA 2 NA 2 1 NA 2 NA NA NA 2 1 NA 1 NA NA NA NA NA 2 NA 0 1 1 0
"Scaffold240_334577" NA NA 1 NA 0 NA 0 NA NA NA NA 1 NA 0 0 NA NA 0 0 1 0 NA NA NA NA 1 0 0 0 NA 0 NA NA NA 0 1 0 1 NA NA 1 NA NA 1 0 1 1 NA 0 1 NA 0 NA NA NA NA NA NA 1 0 1 NA NA NA NA 1 NA NA 1 NA NA 1 NA 0 NA NA 0 NA 1 0 0 NA NA 0 1 NA 0 0 0 1
"Scaffold240_334593" NA NA 1 NA 1 NA 1 2 NA NA NA 2 NA 1 0 NA 2 0 0 1 0 NA NA NA NA 2 1 0 0 NA 1 NA 2 NA 0 2 0 1 NA NA 2 NA NA 1 1 1 2 NA 1 1 NA 0 2 NA NA NA NA NA 1 0 2 2 2 2 NA 1 NA NA 1 NA NA 1 NA 1 NA NA 0 NA 2 0 0 NA NA 0 1 NA 1 0 0 2
"Scaffold242_274736" 1 NA 1 NA 0 NA 0 NA NA NA NA 0 NA 1 NA 0 NA 0 NA NA 1 0 1 NA NA 0 0 0 0 NA 1 NA NA NA NA NA 1 NA NA NA 1 NA NA 1 1 0 0 1 NA 1 1 0 0 NA 1 1 NA NA 1 0 1 1 1 NA 0 0 1 0 0 1 0 0 NA NA NA NA 1 NA NA 0 NA NA 0 0 0 0 1 NA NA 0
"Scaffold242_285108" 1 1 1 NA 0 NA 0 1 NA 1 0 0 NA 1 NA 0 0 0 1 1 1 0 1 NA 0 1 1 1 0 0 NA 0 1 NA 1 1 0 0 NA NA 1 0 NA 0 0 0 0 1 0 0 0 1 NA 0 NA 0 NA NA 0 1 1 0 1 NA 1 1 NA 0 1 1 0 1 NA NA 1 0 0 1 1 NA 0 NA 1 0 0 NA 0 1 NA NA
"Scaffold242_436596" NA 2 NA NA NA NA NA NA NA NA 0 NA NA NA NA 1 0 1 1 2 1 NA NA NA 1 2 NA NA 1 NA 0 NA NA 2 NA 1 NA 0 NA NA 1 NA 1 0 NA 1 1 NA 0 NA 0 2 2 0 NA NA NA NA 0 2 NA 0 1 0 2 2 1 1 2 NA 1 NA NA NA 2 NA 0 NA NA NA NA NA NA 1 1 2 0 1 2 NA
"Scaffold242_436622" NA 1 1 NA 0 NA NA 1 NA 1 0 NA NA NA NA 0 0 NA 1 NA 1 NA NA NA 0 1 NA NA 0 0 0 NA NA 1 NA 1 NA 0 NA NA 1 NA 1 0 NA 0 0 NA 0 NA 0 1 1 0 NA NA NA NA 0 1 NA 0 1 0 1 NA 1 0 1 NA 0 NA NA 1 NA 0 0 NA NA NA NA NA NA 0 0 NA 0 1 1 NA
"Scaffold242_457154" NA NA 1 NA 1 NA 1 NA NA 2 NA 1 NA NA NA NA 0 1 NA 2 1 1 1 NA 1 2 NA NA NA NA 0 NA 1 NA 1 1 0 0 NA NA 1 0 NA 0 NA 1 NA NA NA 0 0 NA 2 0 NA 0 NA NA NA NA 1 NA NA 0 NA NA NA 1 NA 1 NA 2 NA NA NA 1 0 2 1 NA 0 NA NA 1 1 NA 0 1 2 NA
"Scaffold242_479399" 1 NA 1 NA 0 0 0 NA 0 1 NA NA NA 1 NA NA NA 0 NA NA NA NA 1 NA 0 1 1 1 0 0 NA NA NA NA 1 1 NA 0 NA NA NA NA NA 0 0 0 0 NA 0 0 0 0 1 0 1 0 1 NA 0 1 1 NA 1 0 NA 1 1 NA 1 NA 0 1 NA NA NA 0 NA 1 NA NA NA NA 1 0 0 NA NA NA 1 0
"Scaffold242_479406" 0 NA 0 NA 1 1 1 NA 1 1 NA NA NA 0 NA NA NA 1 NA NA NA NA 0 NA 1 1 1 1 1 0 NA NA NA NA 0 0 NA 0 NA NA NA NA NA 0 0 1 1 NA 0 0 0 NA 1 0 0 0 1 NA 0 1 NA NA 0 0 NA 1 0 NA 1 NA NA 1 NA NA NA 1 NA 1 NA NA NA NA 1 1 1 NA NA NA 1 1
"Scaffold242_479429" NA NA 1 NA 1 1 NA NA 1 2 NA NA NA 1 NA NA NA 1 1 NA NA NA 1 NA 1 2 NA 2 1 NA NA NA NA NA 1 1 NA 0 NA NA NA NA NA 0 0 1 1 NA 0 0 NA NA NA 0 1 0 2 NA 0 2 1 NA 1 0 NA 2 NA NA 2 NA NA 2 NA NA NA 1 NA 2 NA NA NA NA 2 NA 1 NA NA NA 2 1
"Scaffold243_32334" NA NA 1 NA NA NA NA 1 1 0 0 0 NA NA NA 0 0 1 1 NA 1 0 NA NA NA 0 1 1 NA 1 NA 0 NA NA NA 1 NA 1 NA NA 0 0 NA NA NA NA 0 NA 0 0 1 1 0 1 0 NA NA NA NA 1 1 0 0 NA NA 1 1 0 NA NA NA NA NA NA NA 1 0 NA NA NA NA NA NA NA NA NA 0 NA 0 NA
"Scaffold244_70392" NA NA 0 NA 2 NA 1 NA NA 1 NA NA NA 2 NA NA NA NA 0 1 1 NA 1 NA 0 NA 1 2 NA 0 1 NA 0 1 0 1 1 0 NA NA 0 1 2 NA 1 0 NA NA 1 1 NA 0 2 NA 2 NA NA 1 1 NA NA NA NA 1 0 1 NA 0 1 1 NA 2 NA NA 1 NA 1 1 0 NA NA NA 1 2 1 NA 2 0 2 0
"Scaffold244_70398" NA NA 0 NA 1 NA 0 NA NA 0 NA NA NA 1 NA NA NA NA 0 1 1 NA 1 NA 0 NA 1 1 NA 0 0 NA 0 1 0 1 0 0 NA NA 0 0 1 NA 1 0 0 NA 0 0 NA 0 1 NA 1 NA NA 1 1 NA NA NA NA 0 0 0 NA 0 0 0 NA NA NA NA 1 NA 1 0 0 NA NA NA 1 1 1 NA 1 0 1 0
"Scaffold244_82255" NA NA 2 NA 1 NA 2 1 NA 2 2 NA 1 1 1 NA NA 1 NA NA 1 1 1 NA 2 1 1 1 2 NA 2 NA 2 NA NA NA 2 NA 1 1 2 2 NA 1 NA NA 2 NA NA 2 2 2 1 2 1 2 NA 1 NA NA 1 1 NA 2 NA 2 1 2 2 NA NA 1 2 NA NA 1 1 NA 1 2 NA NA 1 NA 1 NA 1 2 NA NA
"Scaffold244_82266" NA NA 0 NA 1 NA 1 0 NA 1 0 NA 1 1 1 NA NA 1 NA NA 0 0 0 NA 0 1 0 0 1 NA 1 NA 0 0 NA NA 1 NA NA 0 0 1 NA 1 NA NA 1 NA 1 1 1 0 1 1 1 0 NA 0 NA NA 0 0 NA 1 NA 1 1 0 1 NA 0 1 0 NA NA 0 0 NA 0 0 0 NA 0 NA 0 NA 1 0 NA NA
"Scaffold244_101802" NA NA 1 NA NA NA NA 0 NA NA 1 NA NA 0 NA 0 0 0 1 0 NA 0 NA NA NA 0 NA 0 1 1 1 NA 1 NA 1 NA 1 NA NA NA NA NA 0 0 NA 1 1 NA 1 1 1 NA 0 1 NA NA NA NA 0 0 0 0 NA 1 1 1 0 1 NA 1 NA 0 NA NA NA NA NA 1 NA NA NA NA 0 NA 0 NA 0 NA 0 0
"Scaffold244_101934" NA NA 0 NA 1 NA 1 0 NA 1 0 1 NA 1 NA 0 1 1 0 NA 0 0 0 NA NA NA 0 1 1 NA NA NA NA NA 0 0 1 0 NA NA 0 1 NA NA 0 0 1 0 NA 1 1 0 NA 1 NA 0 0 NA 0 0 0 0 1 1 NA 1 1 0 NA NA 0 NA 0 1 0 0 NA NA 0 NA 0 NA NA 1 NA NA 1 0 1 0
"Scaffold244_117107" 1 1 NA NA NA NA 1 0 NA 1 0 1 NA NA NA NA 1 NA NA 0 NA 0 0 NA NA 1 0 1 NA NA NA NA 0 NA NA 0 1 NA NA NA 0 1 1 NA 0 0 NA NA 1 1 1 0 NA NA 1 0 NA NA NA 0 NA 0 NA 1 NA 1 NA 0 NA NA 0 1 NA NA NA 0 NA NA NA NA NA NA NA 1 0 0 NA 0 1 NA
"Scaffold244_167067" NA NA 2 NA 1 NA NA NA NA 2 NA 2 NA NA NA 1 1 NA 2 NA 1 NA 1 NA 2 1 1 1 2 2 NA 2 NA NA 2 1 2 NA NA NA 2 2 1 1 1 2 2 2 NA 2 2 2 1 2 1 2 NA NA 1 1 1 1 NA NA 2 2 1 2 NA NA 1 1 1 NA 1 1 NA NA NA 2 1 NA 1 1 NA NA 1 NA 1 1
"Scaffold244_399995" 0 NA 1 NA NA NA 1 NA NA 1 1 1 NA 0 NA NA 0 0 1 NA 0 0 NA NA 1 0 0 0 1 1 NA NA NA NA NA NA 1 0 NA NA NA 1 0 0 NA 1 1 1 1 1 1 NA 0 1 NA NA NA NA NA 0 0 NA 0 1 NA 1 0 1 NA NA 0 0 0 NA NA NA NA 1 NA 1 0 NA 0 0 0 NA 0 1 NA NA
"Scaffold245_33377" NA NA 1 NA 0 NA 0 1 NA 0 NA 0 NA 0 NA 1 0 NA 1 NA NA 1 NA NA NA 0 1 0 0 1 NA NA NA NA 1 1 NA 1 NA NA 1 0 NA NA NA 1 0 NA 0 0 0 1 0 0 0 1 1 NA 1 1 NA 1 NA 0 1 NA 0 1 NA 0 1 0 1 NA NA 1 NA 0 NA NA NA NA 1 NA 1 NA NA NA 0 1
"Scaffold245_68340" NA NA NA NA NA 0 0 1 1 0 NA 0 NA 0 NA 1 0 0 1 1 NA 1 1 NA NA 0 NA 0 0 1 0 NA NA 1 NA 1 0 1 NA NA NA NA 0 0 1 1 0 NA 0 0 0 1 NA NA 0 1 1 1 NA 1 1 1 NA 0 NA 0 NA 1 NA NA 1 0 1 NA NA 1 1 NA 1 NA NA NA NA 0 1 1 0 NA 0 NA
"Scaffold245_68472" NA 0 0 NA 1 NA 0 1 1 0 0 0 NA 1 1 NA 1 1 0 1 1 NA NA NA NA NA 1 1 0 NA 0 NA 0 1 0 1 NA NA NA NA 0 0 NA 1 1 0 0 0 0 0 0 NA NA 0 1 0 NA NA 1 1 1 NA 1 0 0 0 NA 0 0 NA NA 1 1 NA NA NA 1 NA 1 NA 1 NA 1 NA NA 1 1 NA NA NA
"Scaffold245_280846" NA 0 1 NA 0 NA 0 1 NA 0 NA 0 NA 0 NA NA 0 0 1 1 NA 1 1 NA 1 0 NA 0 0 1 NA NA 1 NA 1 1 0 1 NA NA 1 0 0 0 NA 1 0 1 0 0 0 1 NA 0 NA 1 NA NA 1 1 1 1 NA 0 1 NA 0 1 0 NA NA 0 1 NA NA 1 NA 0 NA 1 1 1 NA 0 1 NA 0 NA 1 1
"Scaffold246_293509" NA NA 1 NA 0 NA NA 1 NA 0 0 0 NA NA 0 1 NA 0 0 0 1 NA 0 NA 0 1 NA NA NA 1 NA NA 0 1 0 NA 1 1 NA NA NA 1 NA 0 NA 0 1 NA NA 0 1 1 1 1 0 NA NA NA 0 1 0 1 0 0 1 NA NA 0 0 NA 0 1 NA NA 0 0 NA 0 1 NA 0 NA NA NA 0 NA NA NA 1 NA
"Scaffold246_312920" NA 1 NA NA NA NA NA NA 2 2 2 NA NA 2 1 0 NA 1 NA NA 0 NA 1 NA 1 1 0 1 1 0 1 NA NA 1 NA 0 NA NA NA NA NA 0 NA 2 1 2 NA NA 0 2 1 NA NA 0 2 NA 0 NA 1 NA NA 0 2 2 0 NA 0 1 NA NA NA 0 NA 1 NA 1 NA 1 0 NA NA NA NA 1 NA 2 2 NA 1 NA
"Scaffold246_312944" NA 0 NA NA NA NA NA NA 0 0 0 NA NA NA 0 NA NA 0 NA NA NA NA 0 NA 0 1 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA 1 NA 0 0 0 NA NA 1 0 1 NA NA 1 0 NA 1 NA 0 NA NA 1 0 0 1 0 1 0 NA NA NA 1 NA 1 NA 0 NA 0 1 NA NA NA NA 1 NA 0 0 NA 1 NA
"Scaffold246_414800" NA NA NA NA 1 0 1 1 NA 0 NA NA NA 0 NA 2 1 1 1 0 2 NA 1 NA 1 1 1 1 NA 2 NA NA NA NA 0 2 NA 1 NA 2 1 2 1 0 1 0 1 NA NA 0 1 NA NA NA 0 NA NA NA 1 1 1 2 NA 0 NA 1 2 NA 1 1 1 2 2 NA NA 1 NA 1 2 NA 1 NA 2 1 NA 0 0 NA 1 NA
